,bikes_total,percent_taken,fs_distance_avg,fs_rating_avg,fs_popularity_avg,fs_price_avg,fs_name_count
bikes_total,1.0,0.20402150553546547,-0.2795902550281127,0.17833166319011912,0.2180259242441616,0.35663895664857526,0.09502996570506606
percent_taken,0.20402150553546547,1.0,-0.2856012158238186,0.06619760093088028,0.062449870544560936,0.12520414856788364,0.1679590921334632
fs_distance_avg,-0.2795902550281127,-0.2856012158238186,1.0,-0.433195990107056,-0.4065409356510815,-0.7473083343061397,-0.25579075052641614
fs_rating_avg,0.17833166319011912,0.06619760093088028,-0.433195990107056,1.0,0.7194378406556473,0.5963169394743452,0.7486516957459028
fs_popularity_avg,0.2180259242441616,0.062449870544560936,-0.4065409356510815,0.7194378406556473,1.0,0.6848951558714382,0.764504942024731
fs_price_avg,0.35663895664857526,0.12520414856788364,-0.7473083343061397,0.5963169394743452,0.6848951558714382,1.0,0.5989095079676937
fs_name_count,0.09502996570506606,0.1679590921334632,-0.25579075052641614,0.7486516957459028,0.764504942024731,0.5989095079676937,1.0
